id,file_name,color,shape,box
1,BlueCubeLeft10jpgrf67414a3ebab88fa0c23b78920993cb7d.jpg,Blue,Cube,3
2,BlueCubeLeft10jpgrfbb897bd087a9ad0ec6bae63f35b9e7d3.jpg,Blue,Cube,3
3,BlueCubeLeft11jpgrf2bc1053436b430626854d5f11b7770cd.jpg,Blue,Cube,3
4,BlueCubeLeft11jpgrfba90275658046404b462d8379fa4c93c.jpg,Blue,Cube,3
5,BlueCubeLeft11jpgrfd9a4bd33eea2150355ae8bd17cf2fefb.jpg,Blue,Cube,3
6,BlueCubeLeft12jpgrf01590a1e03ef4b0442f33b4d2d8f8210.jpg,Blue,Cube,3
7,BlueCubeLeft12jpgrf5017c2ed8ca41004353748b4f6420485.jpg,Blue,Cube,3
8,BlueCubeLeft12jpgrf631080bdfc278138d527008d83cb3bef.jpg,Blue,Cube,3
9,BlueCubeLeft13jpgrf1a4f25f2607b91d48d1b495e4b86bb3e.jpg,Blue,Cube,3
10,BlueCubeLeft13jpgrf73ea4a21fad94b750128b9a1c60338a4.jpg,Blue,Cube,3
11,BlueCubeLeft17jpgrfaedd2e99c51c234ded907b5189dc37bbanothercopy.jpg,Blue,Cube,3
12,BlueCubeLeft17jpgrfaedd2e99c51c234ded907b5189dc37bbcopy.jpg,Blue,Cube,3
13,BlueCubeLeft18jpgrf586f4c8a298484e28ad6a6f4341eaa98.jpg,Blue,Cube,3
14,BlueCubeLeft18jpgrf586f4c8a298484e28ad6a6f4341eaa983rdcopy.jpg,Blue,Cube,3
15,BlueCubeLeft18jpgrf586f4c8a298484e28ad6a6f4341eaa98anothercopy.jpg,Blue,Cube,3
16,BlueCubeLeft18jpgrf586f4c8a298484e28ad6a6f4341eaa98copy.jpg,Blue,Cube,3
17,BlueCubeLeft18jpgrfa54ea12364b7c207fe7d43900bb8c001.jpg,Blue,Cube,3
18,BlueCubeLeft18jpgrfa54ea12364b7c207fe7d43900bb8c0013rdcopy.jpg,Blue,Cube,3
19,BlueCubeLeft18jpgrfa54ea12364b7c207fe7d43900bb8c001anothercopy.jpg,Blue,Cube,3
20,BlueCubeLeft21jpgrf36c8e8bcb96e93b326fe2f2da0d8b2b1copy.jpg,Blue,Cube,3
21,BlueCubeLeft21jpgrfb394046c06b7f38f20433330ddbd4485.jpg,Blue,Cube,3
22,BlueCubeLeft21jpgrfb394046c06b7f38f20433330ddbd44853rdcopy.jpg,Blue,Cube,3
23,BlueCubeLeft21jpgrfb394046c06b7f38f20433330ddbd4485anothercopy.jpg,Blue,Cube,3
24,BlueCubeLeft21jpgrfb394046c06b7f38f20433330ddbd4485copy.jpg,Blue,Cube,3
25,BlueCubeLeft22jpgrf6f3363b899ac2eb12c5d343e360f1ab0.jpg,Blue,Cube,3
26,BlueCubeLeft22jpgrfdc3e01b853255d4d92881ae39b6d1d9a.jpg,Blue,Cube,3
27,BlueCubeLeft22jpgrff56c09936e5a35c9d0b9e44ee9df40b9.jpg,Blue,Cube,3
28,BlueCubeLeft23jpgrf0ba6c3f56a90ee65b487ae89c7e872b5.jpg,Blue,Cube,3
29,BlueCubeLeft23jpgrf1db5132eb22459e512c409c986161909.jpg,Blue,Cube,3
30,BlueCubeLeft23jpgrf5138a4c77f991be860843fcc8302315c.jpg,Blue,Cube,3
31,BlueCubeLeft24jpgrf0ec6d203aaf3b50a51fa79ea062b5167.jpg,Blue,Cube,3
32,BlueCubeLeft24jpgrfcf0d5ea06ba06b465ed06a4f5a196933.jpg,Blue,Cube,3
33,BlueCubeLeft24jpgrff1b16d88fb0f492719a5fc68f7319682.jpg,Blue,Cube,3
34,BlueCubeLeft25jpgrf0b2b2da0379c8472948c245beddeb21d.jpg,Blue,Cube,3
35,BlueCubeLeft25jpgrf1d95bd8c8b638bc62f19e61af953312c.jpg,Blue,Cube,3
36,BlueCubeLeft25jpgrf681d34ff742f49d769526151c6ad2475.jpg,Blue,Cube,3
